,MBL,has_parking
2228,30-B-30,1.0
2229,30-B-32,1.0
2230,30-B-33,1.0
2231,30-B-34,0.0
2232,30-B-4,1.0
2233,30-B-6,1.0
2234,30-C-11,1.0
2235,30-C-12,1.0
2236,30-C-13,1.0
2237,30-C-14,1.0
2238,30-C-15,1.0
2239,30-C-16,1.0
2240,30-C-17,0.0
2241,30-C-19,1.0
2242,30-C-21,1.0
2243,30-C-22,1.0
2244,30-C-23,1.0
2245,30-C-24,1.0
2246,30-C-25,1.0
2247,30-C-26,1.0
2248,30-C-27,1.0
2249,30-C-28,1.0
2250,30-C-29,1.0
2251,30-C-31,1.0
2252,30-C-36,1.0
2253,30-C-6,1.0
2254,30-D-13,1.0
2255,30-D-15,1.0
2256,30-D-17,0.0
2257,30-D-21,0.0
2258,30-D-23,0.0
2259,30-D-24,1.0
2260,30-D-26,1.0
2261,30-D-27,1.0
2262,30-D-29,1.0
2263,30-D-33,1.0
2264,30-D-36,1.0
2265,30-D-37,1.0
2266,30-D-38,0.0
2267,30-D-4,1.0
2268,30-D-40,0.0
2269,30-E-1,1.0
2270,30-E-16,1.0
2271,30-E-18,1.0
2272,30-E-23,1.0
2273,30-E-24,1.0
2274,30-E-25,1.0
2275,30-E-26,1.0
2276,30-E-6,1.0
2277,30-E-7,1.0
2278,30-E-8,0.0
2279,30-F-1,1.0
2280,30-F-10,0.0
2281,30-F-12,1.0
2282,30-F-13,1.0
2283,30-F-14,1.0
2284,30-F-15,1.0
2285,30-F-16,1.0
2286,30-F-18,1.0
2287,30-F-20,1.0
2288,30-F-21,1.0
2289,30-F-3,1.0
2290,30-F-4,1.0
2291,30-F-6,1.0
2292,31-A-11,1.0
2293,31-A-12,0.0
2294,31-A-3,1.0
2295,31-A-6,1.0
2296,31-A-7,1.0
2297,31-A-9,1.0
2298,31-C-1,0.0
2299,31-C-10,0.0
2300,31-C-12,1.0
2301,31-C-16,0.0
2302,31-C-18,1.0
2303,31-C-2,0.0
2304,31-C-20,1.0
2305,31-C-21,1.0
2306,31-C-39,1.0
2307,31-C-42,1.0
2308,31-C-43,1.0
2309,31-C-47,1.0
2310,31-C-5,1.0
2311,31-C-7,1.0
2312,31-C-8,1.0
2313,31-D-11,1.0
2314,31-D-5,1.0
2315,31-D-9,1.0
2316,32-A-3,1.0
2317,32-A-6,1.0
2318,32-C-20,1.0
2319,32-C-21,1.0
2320,32-C-22,1.0
2321,32-C-23,1.0
2322,32-D-17,0.0
2323,32-D-21,1.0
2324,32-D-22,1.0
2325,32-D-23,1.0
2326,32-D-24,0.0
2327,32-D-25,1.0
2328,32-D-30,1.0
2329,32-D-31,1.0
2330,32-D-32,0.0
2331,32-D-37,1.0
2332,32-D-39,1.0
2333,32-D-43,1.0
2334,32-E-1,1.0
2335,32-E-10,1.0
2336,32-E-11,1.0
2337,32-E-12,1.0
2338,32-E-13,1.0
2339,32-E-14,0.0
2340,32-E-17,0.0
2341,32-E-18,1.0
2342,32-E-19,1.0
2343,32-E-2,1.0
2344,32-E-21,1.0
2345,32-E-22,0.0
2346,32-E-24,1.0
2347,32-E-27,1.0
2348,32-E-4,1.0
2349,32-E-6,0.0
2350,32-E-7,0.0
2351,32-E-8,1.0
2352,32-F-1,1.0
2353,32-F-11,1.0
2354,32-F-13,1.0
2355,32-F-14,1.0
2356,32-F-15,1.0
2357,32-F-19,1.0
2358,32-F-2,1.0
2359,32-F-20,1.0
2360,32-F-3,1.0
2361,32-F-5,1.0
2362,32-F-6,1.0
2363,32-F-9,1.0
2364,32-G-1,1.0
2365,32-G-10,1.0
2366,32-G-15,1.0
2367,32-G-16,0.0
2368,32-G-17,0.0
2369,32-G-18,1.0
2370,32-G-3,1.0
2371,32-G-4,1.0
2372,32-G-5,1.0
2373,32-G-6,0.0
2374,32-G-7,1.0
2375,32-H-1,1.0
2376,32-H-2,1.0
2377,32-H-5,1.0
2378,32-H-8,1.0
2379,32-H-9,1.0
2380,32-I-2,1.0
2381,32-L-14,1.0
2382,32-L-15,1.0
2383,32-L-4,1.0
2384,32-L-6,1.0
2385,32-L-7,1.0
2386,32-M-1,1.0
2387,32-M-3,1.0
2388,32-M-5,0.0
2389,32-M-7,1.0
2390,33-A-10,1.0
2391,33-A-11,1.0
2392,33-A-12,1.0
2393,33-A-13,1.0
2394,33-A-14,1.0
2395,33-A-15,1.0
2396,33-A-19,1.0
2397,33-A-21,1.0
2398,33-A-22,1.0
2399,33-A-3,1.0
2400,33-A-9,1.0
2401,33-B-2,1.0
2402,33-C-1,0.0
2403,33-C-2,1.0
2404,33-C-4,1.0
2405,33-D-1,1.0
2406,33-D-3,0.0
2407,33-D-5,1.0
2408,33-D-6,1.0
2409,33-E-11,0.0
2410,33-E-3,1.0
2411,33-E-4,1.0
2412,33-E-5,1.0
2413,33-F-10,1.0
2414,33-F-11,1.0
2415,33-F-13,1.0
2416,33-F-3,1.0
2417,33-F-5,1.0
2418,33-F-7,1.0
2419,33-F-8,1.0
2420,33-F-9,1.0
2421,33-G-12,1.0
2422,33-G-13,1.0
2423,33-G-14,1.0
2424,33-G-15,1.0
2425,33-G-19,1.0
2426,33-G-2,1.0
2427,33-G-21,1.0
2428,33-G-28,1.0
2429,33-G-4,1.0
2430,33-G-5,1.0
2431,33-G-6,1.0
2432,33-G-7,1.0
2433,33-G-9,1.0
2434,33-H-10,1.0
2435,33-H-11,1.0
2436,33-H-14,1.0
2437,33-H-19,1.0
2438,33-H-21,1.0
2439,33-H-23,1.0
2440,33-H-24,1.0
2441,33-H-25,1.0
2442,33-H-29,1.0
2443,33-H-30,1.0
2444,33-H-36,1.0
2445,33-H-4,1.0
2446,33-H-7,1.0
2447,33-H-9,1.0
2448,34-A-10,1.0
2449,34-A-11,1.0
2450,34-A-12,1.0
2451,34-A-13,1.0
2452,34-A-18,1.0
2453,34-A-22,1.0
2454,34-A-24,1.0
2455,34-A-26,1.0
2456,34-A-4,1.0
2457,34-A-5,1.0
2458,34-A-6,1.0
2459,34-A-8,1.0
2460,34-A-9,1.0
2461,34-B-12,1.0
2462,34-B-18,1.0
2463,34-B-19,1.0
2464,34-B-20,1.0
2465,34-B-3,1.0
2466,34-B-8,1.0
2467,34-C-12,1.0
2468,34-C-13,1.0
2469,34-C-14,1.0
2470,34-C-15,1.0
2471,34-C-17,1.0
2472,34-C-18,1.0
2473,34-C-20,1.0
2474,34-C-21,1.0
2475,34-C-24,1.0
2476,34-C-28,1.0
2477,34-C-36,1.0
2478,34-C-37,1.0
2479,34-C-39,1.0
2480,34-C-4,1.0
2481,34-C-40,1.0
2482,34-C-41,1.0
2483,34-C-45,1.0
2484,34-C-47,1.0
2485,34-C-5,1.0
2486,34-C-53,1.0
2487,34-C-54,1.0
2488,34-C-57,1.0
2489,34-C-59,1.0
2490,34-C-6,1.0
2491,34-C-61,1.0
2492,34-C-65,1.0
2493,34-C-7,1.0
2494,34-C-9,1.0
2495,34-D-1,1.0
2496,34-D-12,1.0
2497,34-D-15,1.0
2498,34-D-17,1.0
2499,34-D-18,1.0
2500,34-D-20,1.0
2501,34-D-23,0.0
2502,34-D-27,1.0
2503,34-D-29,1.0
2504,34-D-3,1.0
2505,34-D-35,1.0
2506,34-D-36,1.0
2507,34-D-38,1.0
2508,34-D-4,1.0
2509,34-D-40,1.0
2510,34-D-41,1.0
2511,34-D-43,1.0
2512,34-D-45,1.0
2513,34-D-46,1.0
2514,34-D-47,1.0
2515,34-D-49,1.0
2516,34-D-5,1.0
2517,34-D-52,1.0
2518,34-D-54,1.0
2519,34-D-55,1.0
2520,34-D-56,1.0
2521,34-D-57,1.0
2522,34-D-60,1.0
2523,34-D-62,1.0
2524,34-D-64,1.0
2525,34-D-67,1.0
2526,34-D-70,1.0
2527,34-D-72,1.0
2528,34-D-9,1.0
2529,34-E-1,1.0
2530,34-E-10,1.0
2531,34-E-12,1.0
2532,34-E-13,1.0
2533,34-E-15,1.0
2534,34-E-19,1.0
2535,34-E-2,0.0
2536,34-E-21,1.0
2537,34-E-22,1.0
2538,34-E-23,1.0
2539,34-E-27,1.0
2540,34-E-28,1.0
2541,34-E-29,1.0
2542,34-E-3,1.0
2543,34-E-32,0.0
2544,34-E-33,1.0
2545,34-E-36,1.0
2546,34-E-39,1.0
2547,34-E-40,1.0
2548,34-E-45,0.0
2549,34-E-46,1.0
2550,34-E-48,1.0
2551,34-E-5,1.0
2552,34-E-50,1.0
2553,34-E-52,0.0
2554,34-E-53,0.0
2555,34-E-6,1.0
2556,34-E-65,1.0
2557,35-A-11,1.0
2558,35-A-13,1.0
2559,35-A-14,1.0
2560,35-A-2,1.0
2561,35-A-20,1.0
2562,35-A-23,1.0
2563,35-A-25,1.0
2564,35-A-27,1.0
2565,35-A-28,0.0
2566,35-A-3,1.0
2567,35-A-30,0.0
2568,35-A-31,1.0
2569,35-A-33,1.0
2570,35-A-34,0.0
2571,35-A-35,1.0
2572,35-A-38,1.0
2573,35-A-42,1.0
2574,35-A-44,1.0
2575,35-A-47,1.0
2576,35-A-48,1.0
2577,35-A-49,1.0
2578,35-A-50,1.0
2579,35-A-51,1.0
2580,35-A-52,1.0
2581,35-A-53,1.0
2582,35-A-54,1.0
2583,35-A-9,1.0
2584,35-B-11,1.0
2585,35-B-12,0.0
2586,35-B-13,0.0
2587,35-B-3,0.0
2588,35-B-4,1.0
2589,35-B-5,1.0
2590,35-C-11,0.0
2591,35-C-13,1.0
2592,35-C-14,1.0
2593,35-C-19,1.0
2594,35-C-20,1.0
2595,35-C-21,1.0
2596,35-C-22,1.0
2597,35-C-23,0.0
2598,35-C-24,1.0
2599,35-C-25,1.0
2600,35-C-26,1.0
2601,35-C-28,1.0
2602,35-C-8,0.0
2603,35-E-1,1.0
2604,35-E-11,1.0
2605,35-E-12,1.0
2606,35-E-13,1.0
2607,35-E-14,1.0
2608,35-E-15,1.0
2609,35-E-16,1.0
2610,35-E-17,1.0
2611,35-E-2,1.0
2612,35-E-20,1.0
2613,35-E-22,1.0
2614,35-E-24,1.0
2615,35-E-25,1.0
2616,35-E-26,1.0
2617,35-E-28,1.0
2618,35-E-29,1.0
2619,35-E-3,1.0
2620,35-E-8,0.0
2621,35-E-9,1.0
2622,35-F-3,0.0
2623,35-F-7,1.0
2624,35-F-8,1.0
2625,35-G-1,1.0
2626,35-G-10,1.0
2627,35-G-11,1.0
2628,35-G-12,1.0
2629,35-G-13,0.0
2630,35-G-14,1.0
2631,35-G-15,1.0
2632,35-G-16,0.0
2633,35-G-2,1.0
2634,35-G-27,0.0
2635,35-G-29,1.0
2636,35-G-3,1.0
2637,35-G-5,1.0
2638,35-G-6,1.0
2639,35-G-9,1.0
2640,35-H-19,1.0
2641,35-H-2,0.0
2642,35-H-20,1.0
2643,35-H-24,1.0
2644,35-H-27,0.0
2645,35-H-29,1.0
2646,35-H-30,1.0
2647,35-H-31,1.0
2648,35-H-32,1.0
2649,35-H-4,1.0
2650,35-H-5,1.0
2651,35-I-1,1.0
2652,35-I-17,1.0
2653,35-I-3,1.0
2654,35-I-4,1.0
2655,35-I-7,0.0
2656,35-I-8,1.0
2657,36-A-10,1.0
2658,36-A-11,1.0
2659,36-A-14,0.0
2660,36-A-17,1.0
2661,36-A-2,1.0
2662,36-A-25,1.0
2663,36-A-28,1.0
2664,36-A-3,1.0
2665,36-A-30,1.0
2666,36-A-31,1.0
2667,36-A-33,1.0
2668,36-A-35,1.0
2669,36-A-36,1.0
2670,36-A-4,1.0
2671,36-A-42,1.0
2672,36-A-48,1.0
2673,36-A-5,1.0
2674,36-A-51,1.0
2675,36-A-53,1.0
2676,36-A-56,1.0
2677,36-A-59,1.0
2678,36-A-61,1.0
2679,36-A-62,1.0
2680,36-A-66,1.0
2681,36-A-9,1.0
2682,36-B-1,1.0
2683,36-B-10,1.0
2684,36-B-13,1.0
2685,36-B-14,1.0
2686,36-B-2,1.0
2687,36-B-4,1.0
2688,36-B-5,1.0
2689,36-B-9,1.0
2690,36-C-1,1.0
2691,36-C-14,1.0
2692,36-C-17,1.0
2693,36-C-21,1.0
2694,36-C-25,1.0
2695,36-C-28,0.0
2696,36-C-30,1.0
2697,36-C-31,1.0
2698,36-C-37,1.0
2699,36-C-4,1.0
2700,36-C-42,1.0
2701,36-C-44,1.0
2702,36-C-46,1.0
2703,36-C-48,1.0
2704,36-C-5,0.0
2705,36-C-50,1.0
2706,36-C-52,0.0
2707,36-C-54,1.0
2708,36-C-58,1.0
2709,36-C-6,1.0
2710,36-C-61,1.0
2711,36-C-64,1.0
2712,36-C-69,1.0
2713,36-C-7,0.0
2714,37-A-1,1.0
2715,37-A-11,1.0
2716,37-A-2,1.0
2717,37-A-20,1.0
2718,37-A-26,1.0
2719,37-A-27,1.0
2720,37-A-28,1.0
2721,37-A-3,1.0
2722,37-A-38,1.0
2723,37-A-39,1.0
2724,37-A-4,1.0
2725,37-A-5,1.0
2726,37-A-7,1.0
2727,37-A-9,0.0
2728,37-C-11,1.0
2729,37-C-12,1.0
2730,37-C-18,1.0
2731,37-C-19,0.0
2732,37-C-20,1.0
2733,37-C-21,1.0
2734,37-C-24,1.0
2735,37-C-25,1.0
2736,37-C-27,1.0
2737,37-C-28,1.0
2738,37-C-32,1.0
2739,37-C-4,1.0
2740,37-C-9,1.0
2741,37-D-1,1.0
2742,37-D-4,1.0
2743,37-D-5,1.0
2744,37-D-6,1.0
2745,37-F-2,1.0
2746,37-F-3,1.0
2747,38-A-13,1.0
2748,38-A-15,1.0
2749,38-A-16,1.0
2750,38-A-18,1.0
2751,38-A-22,1.0
2752,38-A-23,1.0
2753,38-A-25,1.0
2754,38-A-26,1.0
2755,38-A-28,1.0
2756,38-A-29,1.0
2757,38-A-30,1.0
2758,38-A-34,1.0
2759,38-A-35,1.0
2760,38-A-37,1.0
2761,38-A-38,1.0
2762,38-A-39,1.0
2763,38-A-4,1.0
2764,38-A-43,1.0
2765,38-A-45,1.0
2766,38-A-46,1.0
2767,38-A-51,1.0
2768,38-A-52,1.0
2769,38-A-54,1.0
2770,38-A-55,1.0
2771,38-A-60,1.0
2772,38-A-68,1.0
2773,38-A-69,1.0
2774,38-B-13,1.0
2775,38-B-16,1.0
2776,38-B-18,0.0
2777,38-B-19,1.0
2778,38-B-4,1.0
2779,38-B-7,1.0
2780,38-C-11,1.0
2781,38-C-12,0.0
2782,38-C-16,1.0
2783,38-C-4,1.0
2784,38-C-6,1.0
2785,38-C-8,1.0
2786,38-D-3,1.0
2787,38-E-10,1.0
2788,38-E-13,1.0
2789,38-E-14,1.0
2790,38-E-15,1.0
2791,38-E-19,1.0
2792,38-E-21,0.0
2793,38-E-23,1.0
2794,38-E-26,1.0
2795,38-E-31,1.0
2796,38-E-32,1.0
2797,38-E-33,1.0
2798,38-E-35,1.0
2799,38-E-36,1.0
2800,38-E-38,1.0
2801,38-E-39,1.0
2802,38-E-41,1.0
2803,38-E-43,1.0
2804,38-E-45,0.0
2805,38-E-46,1.0
2806,38-E-6,1.0
2807,38-E-7,1.0
2808,38-F-1,1.0
2809,38-F-11,1.0
2810,38-F-20,1.0
2811,38-F-3,1.0
2812,38-F-4,1.0
2813,38-F-6,1.0
2814,38-G-18,1.0
2815,38-G-19,1.0
2816,38-G-3,0.0
2817,38-G-5,1.0
2818,38-G-9,1.0
2819,39-A-4,1.0
2820,39-B-2,1.0
2821,39-C-12,1.0
2822,39-C-15,0.0
2823,39-C-20,1.0
2824,39-C-22,1.0
2825,39-D-9,1.0
2826,39-E-2,1.0
2827,39-E-5,1.0
2828,39-F-11,1.0
2829,39-F-12,1.0
2830,39-F-13,1.0
2831,39-F-18,1.0
2832,39-G-1,1.0
2833,39-G-5,1.0
2834,39-H-1,1.0
2835,39-H-15,1.0
2836,39-H-18,0.0
2837,39-H-2,1.0
2838,39-H-4,1.0
2839,39-H-5,0.0
2840,39-H-9,1.0
2841,4-B-1,1.0
2842,4-B-11,1.0
2843,4-B-13,1.0
2844,4-B-14,1.0
2845,4-B-16,1.0
2846,4-B-2,1.0
2847,4-B-21,1.0
2848,4-B-23,1.0
2849,4-B-24,1.0
2850,4-B-29,1.0
2851,4-B-3,1.0
2852,4-B-32,1.0
2853,4-B-33,1.0
2854,4-B-35,1.0
2855,4-B-36,1.0
2856,4-B-37,1.0
2857,4-B-38,1.0
2858,4-B-39,1.0
2859,4-B-41,1.0
2860,4-B-42,1.0
2861,4-B-44,1.0
2862,4-B-45,1.0
2863,4-B-46,1.0
2864,4-B-47,1.0
2865,4-B-48,1.0
2866,4-B-49,1.0
2867,4-B-7,1.0
2868,4-B-8,1.0
2869,40-E-10,1.0
2870,40-E-15,1.0
2871,40-E-16,1.0
2872,40-E-17,1.0
2873,40-E-25,1.0
2874,40-E-27,1.0
2875,40-E-28,1.0
2876,40-E-30,1.0
2877,40-E-31,1.0
2878,40-E-32,1.0
2879,40-E-4,1.0
2880,40-E-5,1.0
2881,40-E-8,1.0
2882,40-E-9,1.0
2883,40-F-10,1.0
2884,40-F-12,1.0
2885,40-F-13,1.0
2886,40-F-15,1.0
2887,40-F-19,0.0
2888,40-F-20,1.0
2889,40-F-21,1.0
2890,40-F-22,1.0
2891,40-F-23,1.0
2892,40-F-24,1.0
2893,40-F-28,1.0
2894,40-F-29,1.0
2895,40-F-30,1.0
2896,40-F-4,1.0
2897,40-F-6,1.0
2898,40-F-7,1.0
2899,40-F-8,1.0
2900,40-F-9,1.0
2901,40-G-11,1.0
2902,40-G-12,0.0
2903,40-G-16,1.0
2904,40-G-17,0.0
2905,40-G-2,1.0
2906,40-G-20,1.0
2907,40-G-23,1.0
2908,40-G-26,1.0
2909,40-G-27,1.0
2910,40-G-4,1.0
2911,40-G-7,1.0
2912,40-H-1,1.0
2913,40-H-11,1.0
2914,40-H-13,1.0
2915,40-H-14,1.0
2916,40-H-16,1.0
2917,40-H-17,1.0
2918,40-H-5,1.0
2919,40-H-7,1.0
2920,40-I-11,0.0
2921,40-I-12,1.0
2922,40-I-8,0.0
2923,41-A-11,1.0
2924,41-A-13,1.0
2925,41-A-14,1.0
2926,41-A-15,1.0
2927,41-A-16,1.0
2928,41-A-18,1.0
2929,41-A-20,1.0
2930,41-A-22,1.0
2931,41-A-24,0.0
2932,41-A-25,1.0
2933,41-A-26,1.0
2934,41-A-27,1.0
2935,41-A-30,1.0
2936,41-A-31,0.0
2937,41-A-35,1.0
2938,41-A-4,1.0
2939,41-A-46,0.0
2940,41-A-47,1.0
2941,41-A-49,1.0
2942,41-A-5,1.0
2943,41-A-52,1.0
2944,41-A-8,1.0
2945,41-B-1,1.0
2946,41-B-14,1.0
2947,41-B-15,0.0
2948,41-B-18,1.0
2949,41-B-21,1.0
2950,41-B-22,1.0
2951,41-B-23,1.0
2952,41-B-24,1.0
2953,41-B-25,0.0
2954,41-B-26,1.0
2955,41-B-27,1.0
2956,41-B-28,1.0
2957,41-B-31,1.0
2958,41-B-32,1.0
2959,41-B-34,1.0
2960,41-B-35,1.0
2961,41-B-36,1.0
2962,41-B-37,1.0
2963,41-B-40,1.0
2964,41-B-41,0.0
2965,41-B-43,1.0
2966,41-B-44,1.0
2967,41-B-48,1.0
2968,41-B-50,1.0
2969,41-B-51,1.0
2970,41-B-52,1.0
2971,41-B-53,0.0
2972,41-B-6,0.0
2973,41-B-9,0.0
2974,41-C-1,1.0
2975,41-C-10,1.0
2976,41-C-14,1.0
2977,41-C-15,1.0
2978,41-C-17,0.0
2979,41-C-18,1.0
2980,41-C-19,0.0
2981,41-C-2,1.0
2982,41-C-21,1.0
2983,41-C-29,1.0
2984,41-C-3,0.0
2985,41-C-32,1.0
2986,41-C-33,1.0
2987,41-C-34,1.0
2988,41-C-35,1.0
2989,41-C-37,1.0
2990,41-C-38,1.0
2991,41-C-39,1.0
2992,41-C-4,0.0
2993,41-C-41,1.0
2994,41-C-42,1.0
2995,41-C-43,1.0
2996,41-C-44,1.0
2997,41-C-48,1.0
2998,41-C-5,1.0
2999,41-C-50,0.0
3000,41-C-6,1.0
3001,41-D-13,1.0
3002,41-D-15,1.0
3003,41-D-16,1.0
3004,41-D-17,1.0
3005,41-D-2,0.0
3006,41-D-20,1.0
3007,41-D-24,0.0
3008,41-D-29,1.0
3009,41-D-3,1.0
3010,41-D-33,1.0
3011,41-D-34,1.0
3012,41-D-35,1.0
3013,41-D-38,1.0
3014,41-D-39,1.0
3015,41-D-41,1.0
3016,41-D-6,1.0
3017,41-D-8,1.0
3018,41-E-13,1.0
3019,41-E-14,1.0
3020,41-E-2,1.0
3021,42-B-11,1.0
3022,42-B-12,0.0
3023,42-B-13,1.0
3024,42-B-14,1.0
3025,42-B-22,1.0
3026,42-B-27,1.0
3027,42-B-28,1.0
3028,42-B-29,0.0
3029,42-B-31,1.0
3030,42-B-32,1.0
3031,42-B-33,1.0
3032,42-B-34,1.0
3033,42-B-35,1.0
3034,42-B-9,1.0
3035,42-C-10,0.0
3036,42-C-12,1.0
3037,42-C-14,1.0
3038,42-C-15,1.0
3039,42-C-17,1.0
3040,42-C-18,1.0
3041,42-C-19,1.0
3042,42-C-2,1.0
3043,42-C-20,1.0
3044,42-C-21,1.0
3045,42-C-22,0.0
3046,42-C-27,1.0
3047,42-C-28,1.0
3048,42-C-29,1.0
3049,42-C-3,1.0
3050,42-C-31,1.0
3051,42-C-32,1.0
3052,42-C-33,1.0
3053,42-C-36,1.0
3054,42-C-37,1.0
3055,42-C-39,1.0
3056,42-C-4,1.0
3057,42-C-40,1.0
3058,42-C-42,1.0
3059,42-C-43,1.0
3060,42-C-44,1.0
3061,42-C-47,1.0
3062,42-C-49,1.0
3063,42-C-50,1.0
3064,42-C-51,1.0
3065,42-C-53,1.0
3066,42-C-54,1.0
3067,42-C-55,1.0
3068,42-C-57,1.0
3069,42-C-58,1.0
3070,42-C-59,1.0
3071,42-C-9,1.0
3072,42-D-1,1.0
3073,42-D-11,1.0
3074,42-D-2,1.0
3075,42-D-4,1.0
3076,42-D-6,1.0
3077,42-D-9,1.0
3078,42-E-1,1.0
3079,42-E-10,1.0
3080,42-E-13,0.0
3081,42-E-14,1.0
3082,42-E-15,1.0
3083,42-E-2,1.0
3084,42-E-6,1.0
3085,42-E-7,1.0
3086,42-E-8,1.0
3087,42-F-11,1.0
3088,42-F-14,1.0
3089,42-F-15,1.0
3090,42-F-16,1.0
3091,42-F-18,1.0
3092,42-F-19,1.0
3093,42-F-25,1.0
3094,42-F-29,1.0
3095,42-F-3,1.0
3096,42-F-31,1.0
3097,42-F-35,1.0
3098,42-F-5,1.0
3099,42-F-6,1.0
3100,42-F-8,1.0
3101,42-F-9,1.0
3102,42-G-13,1.0
3103,42-G-14,1.0
3104,42-G-15,1.0
3105,42-G-17,1.0
3106,42-G-18,1.0
3107,42-G-20,1.0
3108,42-G-21,1.0
3109,42-G-26,1.0
3110,42-G-4,1.0
3111,42-G-8,1.0
3112,43-A-12,1.0
3113,43-A-15,0.0
3114,43-A-16,1.0
3115,43-A-20,1.0
3116,43-A-23,1.0
3117,43-A-25,1.0
3118,43-A-27,1.0
3119,43-A-28,1.0
3120,43-A-33,1.0
3121,43-A-35,1.0
3122,43-A-36,1.0
3123,43-A-8,1.0
3124,43-B-11,0.0
3125,43-B-14,1.0
3126,43-B-15,1.0
3127,43-B-16,1.0
3128,43-B-17,1.0
3129,43-B-18,1.0
3130,43-B-20,1.0
3131,43-B-3,0.0
3132,43-B-5,0.0
3133,43-C-10,1.0
3134,43-C-12,1.0
3135,43-C-14,1.0
3136,43-C-15,1.0
3137,43-C-19,1.0
3138,43-C-23,1.0
3139,43-C-25,1.0
3140,43-C-27,0.0
3141,43-C-3,1.0
3142,43-C-33,1.0
3143,43-C-35,1.0
3144,43-C-39,1.0
3145,43-C-5,1.0
3146,43-C-6,1.0
3147,43-C-7,1.0
3148,43-C-8,1.0
3149,43-D-10,1.0
3150,43-D-11,1.0
3151,43-D-13,1.0
3152,43-D-14,1.0
3153,43-D-15,1.0
3154,43-D-3,1.0
3155,43-D-6,1.0
3156,43-D-9,1.0
3157,43-E-1,1.0
3158,43-E-10,1.0
3159,43-E-11,1.0
3160,43-E-12,1.0
3161,43-E-14,1.0
3162,43-E-15,1.0
3163,43-E-17,1.0
3164,43-E-18,0.0
3165,43-E-21,0.0
3166,43-E-22,1.0
3167,43-E-23,1.0
3168,43-E-25,1.0
3169,43-E-3,1.0
3170,43-E-7,1.0
3171,43-E-8,1.0
3172,43-F-1,1.0
3173,43-F-10,1.0
3174,43-F-11,1.0
3175,43-F-13,1.0
3176,43-F-16,1.0
3177,43-F-17,1.0
3178,43-F-18,0.0
3179,43-F-19,1.0
3180,43-F-2,1.0
3181,43-F-20,1.0
3182,43-F-21,1.0
3183,43-F-3,1.0
3184,43-F-5,1.0
3185,43-G-1,1.0
3186,43-G-10,1.0
3187,43-G-14,1.0
3188,43-G-15,1.0
3189,43-G-3,1.0
3190,43-G-6,1.0
3191,43-G-7,1.0
3192,43-G-8,1.0
3193,43-G-9,1.0
3194,44-A-13,1.0
3195,44-A-2,1.0
3196,44-A-22,1.0
3197,44-A-27,1.0
3198,44-A-28,1.0
3199,44-A-3,1.0
3200,44-A-30,0.0
3201,44-A-37,1.0
3202,44-A-39,1.0
3203,44-A-41,1.0
3204,44-A-45,1.0
3205,44-A-46,0.0
3206,44-A-47,1.0
3207,44-A-50,1.0
3208,44-A-51,1.0
3209,44-A-54,1.0
3210,44-A-7,1.0
3211,44-B-11,1.0
3212,44-B-13,1.0
3213,44-B-17,1.0
3214,44-B-19,1.0
3215,44-B-23,1.0
3216,44-B-24,1.0
3217,44-B-25,1.0
3218,44-B-27,1.0
3219,44-B-29,1.0
3220,44-B-31,1.0
3221,44-B-4,1.0
3222,44-C-1,1.0
3223,44-C-12,1.0
3224,44-C-13,1.0
3225,44-C-15,1.0
3226,44-C-17,1.0
3227,44-C-18,1.0
3228,44-C-2,1.0
3229,44-C-3,1.0
3230,44-C-7,1.0
3231,44-C-8,1.0
3232,44-D-10,0.0
3233,44-D-12,1.0
3234,44-D-13,1.0
3235,44-D-14,1.0
3236,44-D-15,1.0
3237,44-D-4,0.0
3238,44-D-6,1.0
3239,44-D-7,1.0
3240,44-E-10,1.0
3241,44-E-15,1.0
3242,44-E-5,1.0
3243,44-E-6,1.0
3244,44-E-7,1.0
3245,44-F-10,1.0
3246,44-F-14,1.0
3247,44-F-2,1.0
3248,44-F-3,1.0
3249,44-G-10,1.0
3250,44-G-4,1.0
3251,44-H-12,0.0
3252,44-H-14,1.0
3253,44-H-3,1.0
3254,44-H-4,1.0
3255,44-H-9,1.0
3256,44-I-1,1.0
3257,44-I-4,1.0
3258,44-I-5,1.0
3259,44-J-1,1.0
3260,44-J-15,1.0
3261,44-J-4,1.0
3262,44-J-5,1.0
3263,44-J-6,1.0
3264,45-B-12,1.0
3265,45-B-8,1.0
3266,45-C-11,1.0
3267,45-C-12,1.0
3268,45-C-16,0.0
3269,45-C-19,1.0
3270,45-C-6,1.0
3271,45-C-8,1.0
3272,45-C-9,1.0
3273,45-D-10,1.0
3274,45-D-11,1.0
3275,45-D-15,1.0
3276,45-D-17,1.0
3277,45-D-18,0.0
3278,45-D-19,1.0
3279,45-D-2,1.0
3280,45-D-21,0.0
3281,45-D-23,1.0
3282,45-E-1,1.0
3283,45-G-10,1.0
3284,45-G-14,1.0
3285,45-G-19,1.0
3286,45-G-2,1.0
3287,45-G-3,1.0
3288,45-G-6,1.0
3289,45-H-1,1.0
3290,45-H-2,1.0
3291,45-H-3,1.0
3292,46-A-10,0.0
3293,46-A-7,0.0
3294,46-A-8,1.0
3295,46-A-9,1.0
3296,46-B-2,1.0
3297,46-C-18,1.0
3298,46-C-19,1.0
3299,46-C-2,1.0
3300,46-C-22,0.0
3301,46-C-23,0.0
3302,46-C-7,1.0
3303,46-D-16,1.0
